%# f in GHz     S1(1)1(1)              S1(1)2(1)              S1(1)3(1)              S1(1)4(1)              S2(1)1(1)              S2(1)2(1)              S2(1)3(1)              S2(1)4(1)              S3(1)1(1)              S3(1)2(1)              S3(1)3(1)              S3(1)4(1)              S4(1)1(1)              S4(1)2(1)              S4(1)3(1)              S4(1)4(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  52.4062385559082, port 2 (mode 1):  64.4482116699219, port 3 (mode 1):  65.5613021850586, port 4 (mode 1):  54.8182716369629 
0.784000       0.510437  -0.412228     0.043067  -0.691613     -0.208437  -0.007258     -0.090652  0.186108     0.039339  -0.689762     0.272670  0.305095     0.293928  -0.370755     -0.128819  -0.335638     -0.208514  -0.012326     0.293069  -0.371349     -0.005145  0.292195     0.501385  -0.624778     -0.094915  0.184132     -0.131195  -0.335990     0.503771  -0.629341     0.382211  0.180403
0.785000       0.509792  -0.413415     0.041314  -0.691675     -0.208392  -0.006505     -0.089845  0.186418     0.037627  -0.689740     0.273923  0.303845     0.293519  -0.371431     -0.129721  -0.335273     -0.208600  -0.011581     0.292643  -0.372006     -0.004725  0.292010     0.500468  -0.625329     -0.094174  0.184554     -0.132111  -0.335569     0.502745  -0.629966     0.382615  0.180127
0.786000       0.509143  -0.414606     0.039560  -0.691732     -0.208344  -0.005754     -0.089039  0.186725     0.035914  -0.689713     0.275173  0.302589     0.293109  -0.372106     -0.130624  -0.334904     -0.208684  -0.010834     0.292216  -0.372663     -0.004307  0.291825     0.499553  -0.625878     -0.093432  0.184974     -0.133025  -0.335145     0.501718  -0.630587     0.383022  0.179850
0.787000       0.508492  -0.415800     0.037802  -0.691785     -0.208293  -0.005004     -0.088234  0.187028     0.034202  -0.689683     0.276419  0.301328     0.292696  -0.372782     -0.131525  -0.334533     -0.208765  -0.010087     0.291787  -0.373320     -0.003890  0.291642     0.498639  -0.626425     -0.092688  0.185393     -0.133937  -0.334718     0.500690  -0.631203     0.383432  0.179572
0.788000       0.507837  -0.416997     0.036042  -0.691832     -0.208241  -0.004257     -0.087431  0.187328     0.032487  -0.689650     0.277660  0.300062     0.292281  -0.373459     -0.132427  -0.334159     -0.208845  -0.009337     0.291356  -0.373978     -0.003473  0.291459     0.497726  -0.626970     -0.091942  0.185811     -0.134849  -0.334287     0.499662  -0.631815     0.383844  0.179294
0.789000       0.507180  -0.418196     0.034279  -0.691874     -0.208186  -0.003511     -0.086630  0.187625     0.030773  -0.689612     0.278898  0.298790     0.291864  -0.374136     -0.133329  -0.333783     -0.208923  -0.008586     0.290923  -0.374635     -0.003057  0.291278     0.496815  -0.627513     -0.091196  0.186228     -0.135758  -0.333854     0.498633  -0.632422     0.384260  0.179015
0.790000       0.506520  -0.419398     0.032514  -0.691911     -0.208129  -0.002768     -0.085830  0.187919     0.029057  -0.689570     0.280132  0.297512     0.291445  -0.374814     -0.134230  -0.333403     -0.208999  -0.007833     0.290488  -0.375293     -0.002641  0.291097     0.495905  -0.628055     -0.090447  0.186644     -0.136667  -0.333418     0.497603  -0.633026     0.384678  0.178736
0.791000       0.505857  -0.420602     0.030746  -0.691943     -0.208070  -0.002026     -0.085032  0.188211     0.027341  -0.689524     0.281362  0.296228     0.291023  -0.375492     -0.135132  -0.333021     -0.209072  -0.007079     0.290052  -0.375951     -0.002226  0.290917     0.494997  -0.628596     -0.089697  0.187058     -0.137574  -0.332978     0.496573  -0.633625     0.385100  0.178454
0.792000       0.505190  -0.421809     0.028976  -0.691970     -0.208009  -0.001287     -0.084235  0.188499     0.025624  -0.689475     0.282587  0.294940     0.290599  -0.376171     -0.136033  -0.332637     -0.209144  -0.006323     0.289614  -0.376608     -0.001811  0.290738     0.494090  -0.629134     -0.088946  0.187472     -0.138479  -0.332536     0.495542  -0.634219     0.385524  0.178173
0.793000       0.504520  -0.423018     0.027203  -0.691991     -0.207945  -0.000549     -0.083440  0.188785     0.023906  -0.689421     0.283809  0.293645     0.290173  -0.376851     -0.136934  -0.332249     -0.209213  -0.005566     0.289174  -0.377266     -0.001397  0.290560     0.493184  -0.629672     -0.088192  0.187884     -0.139383  -0.332091     0.494512  -0.634809     0.385951  0.177890
0.794000       0.503846  -0.424231     0.025427  -0.692008     -0.207880  0.000187     -0.082647  0.189068     0.022187  -0.689363     0.285026  0.292346     0.289745  -0.377530     -0.137835  -0.331859     -0.209280  -0.004807     0.288733  -0.377924     -0.000982  0.290383     0.492280  -0.630208     -0.087437  0.188295     -0.140286  -0.331642     0.493480  -0.635394     0.386382  0.177606
0.795000       0.503169  -0.425445     0.023649  -0.692018     -0.207813  0.000921     -0.081855  0.189348     0.020467  -0.689301     0.286240  0.291040     0.289315  -0.378210     -0.138736  -0.331466     -0.209345  -0.004047     0.288289  -0.378582     -0.000569  0.290207     0.491378  -0.630743     -0.086681  0.188705     -0.141187  -0.331191     0.492450  -0.635975     0.386815  0.177321
0.796000       0.502488  -0.426662     0.021868  -0.692024     -0.207744  0.001652     -0.081065  0.189626     0.018746  -0.689236     0.287449  0.289730     0.288882  -0.378891     -0.139636  -0.331070     -0.209408  -0.003286     0.287844  -0.379240     -0.000155  0.290032     0.490477  -0.631276     -0.085922  0.189114     -0.142086  -0.330737     0.491418  -0.636552     0.387251  0.177034
0.797000       0.501803  -0.427882     0.020085  -0.692023     -0.207674  0.002382     -0.080276  0.189901     0.017025  -0.689166     0.288654  0.288413     0.288447  -0.379572     -0.140537  -0.330671     -0.209469  -0.002522     0.287397  -0.379898     0.000258  0.289858     0.489577  -0.631808     -0.085162  0.189521     -0.142984  -0.330280     0.490386  -0.637124     0.387690  0.176747
0.798000       0.501114  -0.429104     0.018300  -0.692017     -0.207601  0.003110     -0.079489  0.190174     0.015302  -0.689092     0.289855  0.287092     0.288010  -0.380254     -0.141438  -0.330270     -0.209527  -0.001758     0.286948  -0.380557     0.000670  0.289684     0.488679  -0.632339     -0.084399  0.189928     -0.143881  -0.329820     0.489355  -0.637692     0.388132  0.176457
0.799000       0.500420  -0.430329     0.016511  -0.692006     -0.207527  0.003836     -0.078704  0.190444     0.013578  -0.689014     0.291051  0.285765     0.287570  -0.380936     -0.142338  -0.329866     -0.209583  -0.000992     0.286497  -0.381215     0.001083  0.289512     0.487782  -0.632869     -0.083635  0.190333     -0.144776  -0.329357     0.488323  -0.638256     0.388576  0.176165
0.800000       0.499723  -0.431556     0.014721  -0.691989     -0.207452  0.004560     -0.077920  0.190713     0.011854  -0.688932     0.292244  0.284433     0.287129  -0.381619     -0.143238  -0.329459     -0.209636  -0.000224     0.286045  -0.381874     0.001496  0.289341     0.486887  -0.633398     -0.082868  0.190736     -0.145668  -0.328892     0.487292  -0.638815     0.389024  0.175872
0.801000       0.499021  -0.432786     0.012928  -0.691966     -0.207375  0.005282     -0.077138  0.190979     0.010128  -0.688846     0.293432  0.283095     0.286685  -0.382302     -0.144138  -0.329049     -0.209687  0.000545     0.285591  -0.382532     0.001908  0.289170     0.485992  -0.633926     -0.082100  0.191139     -0.146560  -0.328423     0.486261  -0.639370     0.389474  0.175578
0.802000       0.498315  -0.434017     0.011133  -0.691938     -0.207296  0.006002     -0.076357  0.191243     0.008401  -0.688755     0.294616  0.281752     0.286238  -0.382985     -0.145037  -0.328636     -0.209736  0.001315     0.285135  -0.383191     0.002320  0.289000     0.485100  -0.634453     -0.081329  0.191540     -0.147450  -0.327952     0.485230  -0.639920     0.389927  0.175281
0.803000       0.497604  -0.435251     0.009335  -0.691904     -0.207216  0.006720     -0.075579  0.191505     0.006673  -0.688660     0.295795  0.280404     0.285789  -0.383669     -0.145937  -0.328220     -0.209782  0.002087     0.284677  -0.383850     0.002733  0.288832     0.484208  -0.634979     -0.080556  0.191940     -0.148339  -0.327477     0.484199  -0.640466     0.390382  0.174983
0.804000       0.496888  -0.436487     0.007534  -0.691863     -0.207134  0.007436     -0.074801  0.191765     0.004944  -0.688561     0.296970  0.279051     0.285338  -0.384353     -0.146835  -0.327802     -0.209825  0.002860     0.284217  -0.384509     0.003145  0.288664     0.483318  -0.635504     -0.079781  0.192338     -0.149226  -0.327001     0.483169  -0.641008     0.390841  0.174682
0.805000       0.496168  -0.437725     0.005732  -0.691817     -0.207051  0.008150     -0.074025  0.192023     0.003214  -0.688458     0.298141  0.277692     0.284884  -0.385038     -0.147735  -0.327380     -0.209866  0.003635     0.283756  -0.385169     0.003558  0.288497     0.482429  -0.636028     -0.079004  0.192736     -0.150111  -0.326521     0.482139  -0.641546     0.391302  0.174379
0.806000       0.495443  -0.438965     0.003927  -0.691765     -0.206967  0.008863     -0.073251  0.192280     0.001483  -0.688351     0.299307  0.276328     0.284428  -0.385723     -0.148633  -0.326956     -0.209905  0.004411     0.283292  -0.385828     0.003970  0.288331     0.481542  -0.636552     -0.078225  0.193131     -0.150994  -0.326039     0.481110  -0.642079     0.391765  0.174075
0.807000       0.494713  -0.440208     0.002120  -0.691707     -0.206882  0.009573     -0.072478  0.192534     -0.000250  -0.688239     0.300469  0.274959     0.283969  -0.386409     -0.149531  -0.326528     -0.209941  0.005188     0.282827  -0.386488     0.004382  0.288165     0.480656  -0.637075     -0.077443  0.193525     -0.151876  -0.325554     0.480082  -0.642608     0.392231  0.173767
0.808000       0.493978  -0.441451     0.000311  -0.691643     -0.206795  0.010281     -0.071707  0.192787     -0.001983  -0.688123     0.301627  0.273585     0.283509  -0.387094     -0.150429  -0.326098     -0.209974  0.005967     0.282360  -0.387147     0.004795  0.288001     0.479771  -0.637597     -0.076659  0.193918     -0.152756  -0.325066     0.479054  -0.643133     0.392700  0.173458
0.809000       0.493237  -0.442698     -0.001501  -0.691572     -0.206708  0.010988     -0.070937  0.193039     -0.003718  -0.688002     0.302780  0.272206     0.283045  -0.387781     -0.151327  -0.325665     -0.210004  0.006748     0.281891  -0.387807     0.005209  0.287837     0.478887  -0.638119     -0.075872  0.194309     -0.153634  -0.324576     0.478026  -0.643653     0.393171  0.173145
0.810000       0.492492  -0.443944     -0.003315  -0.691496     -0.206619  0.011692     -0.070168  0.193288     -0.005453  -0.687877     0.303928  0.270822     0.282580  -0.388467     -0.152225  -0.325229     -0.210032  0.007529     0.281420  -0.388467     0.005622  0.287674     0.478005  -0.638640     -0.075083  0.194699     -0.154511  -0.324083     0.477000  -0.644170     0.393645  0.172831
0.811000       0.491740  -0.445194     -0.005131  -0.691412     -0.206529  0.012395     -0.069401  0.193537     -0.007191  -0.687748     0.305072  0.269432     0.282111  -0.389154     -0.153122  -0.324790     -0.210057  0.008312     0.280948  -0.389127     0.006035  0.287512     0.477123  -0.639161     -0.074292  0.195087     -0.155386  -0.323588     0.475974  -0.644682     0.394121  0.172514
0.812000       0.490984  -0.446444     -0.006949  -0.691323     -0.206439  0.013096     -0.068636  0.193784     -0.008929  -0.687614     0.306212  0.268037     0.281641  -0.389842     -0.154019  -0.324347     -0.210080  0.009095     0.280474  -0.389787     0.006449  0.287351     0.476243  -0.639682     -0.073498  0.195473     -0.156260  -0.323089     0.474949  -0.645190     0.394599  0.172194
0.813000       0.490221  -0.447697     -0.008769  -0.691228     -0.206347  0.013795     -0.067871  0.194030     -0.010668  -0.687475     0.307347  0.266638     0.281167  -0.390529     -0.154916  -0.323902     -0.210099  0.009881     0.279997  -0.390448     0.006863  0.287191     0.475364  -0.640201     -0.072701  0.195858     -0.157131  -0.322589     0.473925  -0.645695     0.395080  0.171872
0.814000       0.489453  -0.448951     -0.010592  -0.691126     -0.206255  0.014492     -0.067108  0.194274     -0.012408  -0.687332     0.308477  0.265233     0.280692  -0.391217     -0.155811  -0.323454     -0.210116  0.010667     0.279519  -0.391108     0.007278  0.287031     0.474486  -0.640721     -0.071902  0.196241     -0.158001  -0.322085     0.472903  -0.646194     0.395562  0.171546
0.815000       0.488680  -0.450206     -0.012416  -0.691017     -0.206162  0.015188     -0.066346  0.194517     -0.014150  -0.687184     0.309603  0.263824     0.280214  -0.391905     -0.156707  -0.323003     -0.210129  0.011455     0.279039  -0.391769     0.007692  0.286872     0.473609  -0.641240     -0.071100  0.196622     -0.158870  -0.321580     0.471881  -0.646690     0.396048  0.171218
0.816000       0.487901  -0.451461     -0.014242  -0.690902     -0.206068  0.015881     -0.065586  0.194759     -0.015893  -0.687032     0.310724  0.262409     0.279733  -0.392594     -0.157603  -0.322549     -0.210140  0.012244     0.278557  -0.392430     0.008108  0.286714     0.472733  -0.641759     -0.070295  0.197002     -0.159736  -0.321071     0.470861  -0.647182     0.396535  0.170886
0.817000       0.487115  -0.452719     -0.016070  -0.690780     -0.205973  0.016573     -0.064827  0.195000     -0.017638  -0.686875     0.311841  0.260989     0.279250  -0.393283     -0.158498  -0.322092     -0.210148  0.013034     0.278073  -0.393091     0.008524  0.286556     0.471858  -0.642278     -0.069488  0.197379     -0.160601  -0.320561     0.469841  -0.647670     0.397024  0.170552
0.818000       0.486324  -0.453977     -0.017901  -0.690652     -0.205878  0.017263     -0.064068  0.195241     -0.019383  -0.686713     0.312953  0.259565     0.278764  -0.393972     -0.159393  -0.321631     -0.210153  0.013825     0.277587  -0.393753     0.008940  0.286399     0.470984  -0.642797     -0.068678  0.197755     -0.161464  -0.320048     0.468824  -0.648154     0.397515  0.170215
0.819000       0.485526  -0.455237     -0.019733  -0.690517     -0.205782  0.017952     -0.063312  0.195480     -0.021130  -0.686547     0.314060  0.258135     0.278276  -0.394661     -0.160287  -0.321168     -0.210155  0.014617     0.277099  -0.394414     0.009358  0.286243     0.470111  -0.643315     -0.067865  0.198129     -0.162325  -0.319532     0.467807  -0.648635     0.398008  0.169874
0.820000       0.484723  -0.456496     -0.021566  -0.690375     -0.205685  0.018639     -0.062555  0.195718     -0.022877  -0.686375     0.315163  0.256701     0.277785  -0.395351     -0.161180  -0.320701     -0.210154  0.015410     0.276610  -0.395076     0.009775  0.286087     0.469238  -0.643834     -0.067049  0.198501     -0.163185  -0.319014     0.466792  -0.649111     0.398503  0.169530
0.821000       0.483913  -0.457757     -0.023402  -0.690227     -0.205589  0.019324     -0.061800  0.195955     -0.024626  -0.686199     0.316261  0.255261     0.277291  -0.396041     -0.162074  -0.320232     -0.210150  0.016205     0.276118  -0.395737     0.010193  0.285932     0.468367  -0.644352     -0.066231  0.198870     -0.164042  -0.318493     0.465778  -0.649583     0.399000  0.169183
0.822000       0.483097  -0.459018     -0.025239  -0.690071     -0.205491  0.020007     -0.061046  0.196192     -0.026377  -0.686018     0.317354  0.253817     0.276795  -0.396731     -0.162967  -0.319759     -0.210143  0.017000     0.275625  -0.396399     0.010612  0.285778     0.467496  -0.644871     -0.065410  0.199238     -0.164899  -0.317970     0.464765  -0.650053     0.399498  0.168833
0.823000       0.482275  -0.460280     -0.027079  -0.689909     -0.205393  0.020690     -0.060293  0.196428     -0.028128  -0.685832     0.318442  0.252368     0.276296  -0.397422     -0.163859  -0.319283     -0.210133  0.017796     0.275130  -0.397062     0.011032  0.285624     0.466626  -0.645390     -0.064586  0.199604     -0.165753  -0.317445     0.463755  -0.650518     0.399998  0.168478
